,_id,name,category,description,latitude,longitude,founded_year,total_money_raised,raised_amount,currency,address,zip_code,city
8579,52cdef7e4bab8bd67529a3f1,Attenex,software,Software and Services,,,2000.0,$5M,5000000.0,USD,925 Fourth Avenue,98104-1125,Seattle
8587,52cdef7e4bab8bd67529a3ff,Xendex Holding,games_video,Mobile Game Developer,,,2001.0,$5.8M,5800000.0,USD,Mariahilfer Strasse 116/3,1070,Vienna
8597,52cdef7e4bab8bd67529a417,Movirtu,mobile,Virtual SIM Solutions,51.5499708,-0.1815999,2008.0,$5.5M,5500000.0,USD,Unit 5 Hampstead Gate,NW3 6AL,London
8598,52cdef7e4bab8bd67529a417,Movirtu,mobile,Virtual SIM Solutions,,,2008.0,$5.5M,5500000.0,USD,"Building 8, Jean Park Chambers",0157,Joahnnesburg
8599,52cdef7e4bab8bd67529a417,Movirtu,mobile,Virtual SIM Solutions,28.5821195,77.3266991,2008.0,$5.5M,5500000.0,USD,"2216, Tower A, The Corenthum, A 41",201301,Noida
8602,52cdef7e4bab8bd67529a419,MediaMath,advertising,Demand Side Platform,40.756799,-73.9763479,2007.0,$26.9M,26876550.0,USD,1440 Broadway,10018,New York
8608,52cdef7e4bab8bd67529a41a,GlobalLogic,software,software product development,,,1998.0,$24.9M,24906813.0,USD,8605 Westwood Center Drive,22182,Vienna
8624,52cdef7e4bab8bd67529a43e,Actus Digital,news,Media Monitoring & Repurposing ,,,2005.0,$2M,2000000.0,USD,24 Raoul Wallenberg St.,69419,Tel-Aviv
8627,52cdef7e4bab8bd67529a444,Clear Standards,cleantech,,39.024958,-77.389687,,$4M,4000000.0,USD,21335 Signal Ave,20164,Sterling
8632,52cdef7e4bab8bd67529a441,Sonatype,software,Leader in Component Lifecycle Management,,,2008.0,$40.9M,40900000.0,USD,8161 Maple Lawn Blvd,20759,Fulton
8633,52cdef7e4bab8bd67529a443,Exanet,other,network attached storage systems,,,2000.0,$18M,18000000.0,USD,4 Hacharoshet Street,43657,Ra'anana
8634,52cdef7e4bab8bd67529a44a,Zuberance,advertising,,37.506475,-122.259932,2007.0,$12M,12000000.0,USD,628 El Camino Real,94070,San Carlos
8635,52cdef7e4bab8bd67529a44e,ThingMagic,hardware,,42.362856,-71.083762,,$30.5M,30500000.0,USD,"One Broadway,",02142,Cambridge
8640,52cdef7e4bab8bd67529a44c,Storenvy,ecommerce,"""Tumblr for E-commerce""",,,2009.0,$6.53M,6525000.0,USD,2111 Mission St,94110,San Francisco
8641,52cdef7e4bab8bd67529a454,Nuxeo,software,Content Management Platform,48.8656319,2.392119,2000.0,$9.25M,9250000.0,USD,18 rue Soleillet,75020,Paris
8642,52cdef7e4bab8bd67529a454,Nuxeo,software,Content Management Platform,42.3904729,-71.1423056,2000.0,$9.25M,9250000.0,USD,185 Alewife Brook Parkway,02138,Cambridge
8643,52cdef7e4bab8bd67529a454,Nuxeo,software,Content Management Platform,,,2000.0,$9.25M,9250000.0,USD,68 Jay Street,11201,New York
8656,52cdef7e4bab8bd67529a465,BirdDog Solutions,enterprise,transportation spend management services,,,1998.0,$2.1M,2100000.0,USD,138 River Road,01810,Andover
8667,52cdef7e4bab8bd67529a469,WiChorus,mobile,platforms for 4G networks,37.409096,-121.943191,2005.0,$42.5M,42500000.0,USD,3590 N. 1st Street,95134,San Jose
8668,52cdef7e4bab8bd67529a469,WiChorus,mobile,platforms for 4G networks,,,2005.0,$42.5M,42500000.0,USD,"257-A, Prashasan Nagar, Road 72, Jubilee Hills,",500034,Hyderabad
8682,52cdef7e4bab8bd67529a486,LogMeIn,software,,42.486535,-71.115413,2003.0,$20M,20000000.0,USD,500 Unicorn Park Drive,01801,Woburn
8683,52cdef7e4bab8bd67529a486,LogMeIn,software,,52.3710089,4.9277653,2003.0,$20M,20000000.0,USD,Jacob Bontiusplaats 9,1018 LL,Amsterdam
8693,52cdef7e4bab8bd67529a497,ZeroTurnaround,software,Productivity tools for Java developers,58.3820542,26.731054,2007.0,$2.7M,2700000.0,USD,Ãœlikooli 2,51003,Tartu
8694,52cdef7e4bab8bd67529a497,ZeroTurnaround,software,Productivity tools for Java developers,,,2007.0,$2.7M,2700000.0,USD,Narva mnt 7d,,Tallinn
8695,52cdef7e4bab8bd67529a497,ZeroTurnaround,software,Productivity tools for Java developers,,,2007.0,$2.7M,2700000.0,USD,,,Prague
8696,52cdef7e4bab8bd67529a497,ZeroTurnaround,software,Productivity tools for Java developers,,,2007.0,$2.7M,2700000.0,USD,,,Boston
8725,52cdef7e4bab8bd67529a4af,Momail,mobile,Mobile Email,59.3359806,18.075506,2005.0,$5.4M,5400000.0,USD,Grev Turegatan 11B,11446,Stockholm
8727,52cdef7e4bab8bd67529a4b2,HyperWeek,social,Social Networks ,46.2121463,6.1503245,2009.0,$1.31M,1310000.0,USD,Rue de la Colline 10,1205,Geneva
8736,52cdef7e4bab8bd67529a4b6,Synthesio,software,Global Social Media Listening,,,2006.0,$2M,2000000.0,USD,50 Featherstone Street,EC1Y 8RT,London
8737,52cdef7e4bab8bd67529a4b6,Synthesio,software,Global Social Media Listening,40.7431836,-73.9935011,2006.0,$2M,2000000.0,USD,116 West 23rd St,10011,New York
8738,52cdef7e4bab8bd67529a4b6,Synthesio,software,Global Social Media Listening,,,2006.0,$2M,2000000.0,USD,8/10 rue Villedo,75001,Paris
8739,52cdef7e4bab8bd67529a4b6,Synthesio,software,Global Social Media Listening,,,2006.0,$2M,2000000.0,USD,541 Orchard Road,238881,Singapore
8741,52cdef7e4bab8bd67529a4bc,LoopNet,ecommerce,Commercial Real Estate Marketplace,37.7759421,-122.3931139,1995.0,$50M,50000000.0,USD,185 Berry Street,94107,San Francisco
8758,52cdef7e4bab8bd67529a4dc,Virtual Bridges,software,Leading Desktop Virtualization Solution,30.27995,-97.807274,2006.0,$4M,4000000.0,USD,6300 Bridge Point Parkway,78730,Austin
8767,52cdef7e4bab8bd67529a4e8,authorGEN,web,Web SAAS - E-learning and Presentations ,,,2005.0,$8.7M,8700000.0,,"9220, Fairbanks, Suite 205",,
8768,52cdef7e4bab8bd67529a4e8,authorGEN,web,Web SAAS - E-learning and Presentations ,,,2005.0,$8.7M,8700000.0,,"SCO 167-168, Sector 8-C",160009,Chandigarh
8775,52cdef7e4bab8bd67529a4d6,Fanminder,advertising,Customer loyalty for small storefronts,37.3792486,-122.1151274,2008.0,$1M,1000000.0,USD,625 Second Street,94107,San Francisco
8784,52cdef7e4bab8bd67529a501,Verix,software,,37.4187022,-122.0874129,2003.0,$12.7M,12700000.0,USD,1971 Landings Dr.,94043,Mountain View
8821,52cdef7e4bab8bd67529a530,Bit9,security,Advanced Endpoint Protection,42.388133,-71.26322,2003.0,$82.9M,82933533.0,USD,266 Second Ave,02451,Waltham
8822,52cdef7e4bab8bd67529a530,Bit9,security,Advanced Endpoint Protection,,,2003.0,$82.9M,82933533.0,USD,68 Lombard Street,EC3V 9LJ,London
8854,52cdef7e4bab8bd67529a560,Revelation,analytics,,45.504407,-122.655545,2007.0,$2.37M,2370000.0,USD,1200 NW Naito Parkway,97209,Portland
8888,52cdef7e4bab8bd67529a58c,Canpages,search,Canadian Local Search Company,49.2599284,-122.9153695,2006.0,$110M,110000000.0,USD,One Innovation Place 2700,V5A 0C2,British Columbia
8910,52cdef7e4bab8bd67529a5ac,Visonys,software,,,,2002.0,$1.32M,1320000.0,USD,Ottikerstrasse 59,,
8911,52cdef7e4bab8bd67529a5ad,hybris,enterprise,,,,1997.0,$30M,30000000.0,USD,Nymphenburger Str. 86,80636,Muenchen
8912,52cdef7e4bab8bd67529a5ad,hybris,enterprise,,,,1997.0,$30M,30000000.0,USD,"999 de Maisonneuve Blvd. West, 3rd Floor",,Montreal
8913,52cdef7e4bab8bd67529a5ad,hybris,enterprise,,,,1997.0,$30M,30000000.0,USD,"Level 20, Tower 2 Darling Park",,Sydney
8914,52cdef7e4bab8bd67529a5ad,hybris,enterprise,,,,1997.0,$30M,30000000.0,USD,Kirchengasse 48,,Vienna
8915,52cdef7e4bab8bd67529a5ad,hybris,enterprise,,,,1997.0,$30M,30000000.0,USD,Herengracht 282,,Amsterdam
8916,52cdef7e4bab8bd67529a5ad,hybris,enterprise,,,,1997.0,$30M,30000000.0,USD,"Av. Nacoes Unidas, 14171 - Andar 15",,Sao Paulo
8917,52cdef7e4bab8bd67529a5ad,hybris,enterprise,,,,1997.0,$30M,30000000.0,USD,1 Rue Deves,,
8918,52cdef7e4bab8bd67529a5ad,hybris,enterprise,,,,1997.0,$30M,30000000.0,USD,"5th Floor, 2 Copthall Avenue",,London
8919,52cdef7e4bab8bd67529a5ad,hybris,enterprise,,,,1997.0,$30M,30000000.0,USD,"66/F, The Center",,Hong Kong
8920,52cdef7e4bab8bd67529a5ad,hybris,enterprise,,,,1997.0,$30M,30000000.0,USD,"Piazzale Biancamano, 8",,Milan
8921,52cdef7e4bab8bd67529a5ad,hybris,enterprise,,,,1997.0,$30M,30000000.0,USD,Holland Hills Mori Tower RoP 502,,Tokyo
8922,52cdef7e4bab8bd67529a5ad,hybris,enterprise,,,,1997.0,$30M,30000000.0,USD,Fallhammargatan 8,,
8923,52cdef7e4bab8bd67529a5ad,hybris,enterprise,,,,1997.0,$30M,30000000.0,USD,ul. Zygmunta Starego 11a,,Gliwice
8924,52cdef7e4bab8bd67529a5ad,hybris,enterprise,,,,1997.0,$30M,30000000.0,USD,Bahnhofplatz 6300 Zug,,Zug
8925,52cdef7e4bab8bd67529a5ad,hybris,enterprise,,,,1997.0,$30M,30000000.0,USD,"USA East Coast, hybris (U.S.) Corp.",02210,Boston
8926,52cdef7e4bab8bd67529a5ad,hybris,enterprise,,,,1997.0,$30M,30000000.0,USD,"USA Central, hybris (U.S.) Corp.",60606,Chicago
8937,52cdef7e4bab8bd67529a5b6,Zumbox,web,Digital Postal System,,,2006.0,$28.3M,28300000.0,USD,"222 N. Sepulveda, Blvd. Suite 1514",90245,Los Angeles
8940,52cdef7e4bab8bd67529a5b1,Nexthink,software,Real time enterprise desktop monitoring,,,2004.0,$12.2M,12150000.0,USD,"Parc Scientifique, PSE-D",1015,Lausanne
8945,52cdef7e4bab8bd67529a5be,Refinery29,fashion,,40.7277189,-73.9508211,2004.0,$30.4M,30400000.0,USD,225 Broadway,10007,New York
8946,52cdef7e4bab8bd67529a5ba,CrownPeak,software,content management,34.0240159,-118.3767176,2001.0,$10.3M,10250000.0,USD,5880 West Jefferson Boulevard,90016,Los Angeles
8949,52cdef7e4bab8bd67529a5c0,OwnerIQ,advertising,Path-to-purchase media,42.3472851,-71.0499948,2006.0,$28.3M,28300000.0,USD,27-43 Wormwood St.,02210,Boston
8950,52cdef7e4bab8bd67529a5c0,OwnerIQ,advertising,Path-to-purchase media,47.852479,-122.218976,2006.0,$28.3M,28300000.0,USD,16000 Bothell-Everett Hwy,98012,Mill Creek
8955,52cdef7e4bab8bd67529a5c7,Air2Web,mobile,mobile to web platform,,,1999.0,$25M,25000000.0,USD,"3424 Peachtree Street, N.E.",30326,Atlanta
8971,52cdef7e4bab8bd67529a5da,People Capital,web,Peer-to-Peer Student Loans,40.756054,-73.986951,2008.0,$2.5M,2500000.0,USD,,,New York
8991,52cdef7e4bab8bd67529a5f2,expressor software,software,data integration software,42.485102,-71.211568,2007.0,$29.1M,29050000.0,USD,1 New England Executive Park,01803,Burlington
8992,52cdef7e4bab8bd67529a600,Proxama,mobile,Mobile Ticketing & Payments,,,2005.0,£8.6M,8600000.0,GBP,68 King William Street,EC4N 7DZ,London
8993,52cdef7e4bab8bd67529a600,Proxama,mobile,Mobile Ticketing & Payments,,,2005.0,£8.6M,8600000.0,GBP,St James' Mill,NR3 1TN,Norwich
8994,52cdef7e4bab8bd67529a600,Proxama,mobile,Mobile Ticketing & Payments,,,2005.0,£8.6M,8600000.0,GBP,419 Park Avenue South,10016,New York
9002,52cdef7e4bab8bd67529a5ff,mFoundry,mobile,Mobile Banking and Payments,37.862592,-122.493561,2004.0,$40.3M,40300000.0,USD,60 E Sir Francis Drake Blvd,94939,Larkspur
9011,52cdef7e4bab8bd67529a61c,Perfect Commerce,software,spend management solutions,,,1998.0,$30M,30000000.0,USD,One Compass Way,23606,Newport News
9012,52cdef7e4bab8bd67529a61c,Perfect Commerce,software,spend management solutions,,,1998.0,$30M,30000000.0,USD,"9, rue PAGES",,
9013,52cdef7e4bab8bd67529a61d,SmartEquip,manufacturing,,41.143608,-73.427439,2001.0,$20.7M,20690000.0,USD,20 Glover Ave,06850,Norwalk
9014,52cdef7e4bab8bd67529a61d,SmartEquip,manufacturing,,34.148198,-118.762487,2001.0,$20.7M,20690000.0,USD,29219 Canwood St,91301,Agoura Hills
9018,52cdef7e4bab8bd67529a622,Adjug,advertising,Online advertising marketplace,51.5441671,-0.1506897,2007.0,$6.5M,6500000.0,USD,"10a Belmont Street,",NW1 8HH,London
9019,52cdef7e4bab8bd67529a622,Adjug,advertising,Online advertising marketplace,,,2007.0,$6.5M,6500000.0,USD,Bayerstraße 69,80335,München
9020,52cdef7e4bab8bd67529a624,Azuro,semiconductor,Digital Semiconductor Design,37.406217,-121.976473,2002.0,$10M,10000000.0,USD,5201 Great America Parkway,95054,Santa Clara
9022,52cdef7e4bab8bd67529a625,Telos Entertainment,software,,,,2007.0,C$2.5M,2500000.0,CAD,Atlantic Technology Center,C1A 4K9,"Charlottetown, Prince Edward Island"
9030,52cdef7e4bab8bd67529a62f,BridgeCo,software,processor IC and software platforms,47.3994267,8.6049507,,$69.5M,69500000.0,USD,Ringstrasse 14,CH-8600,"Duebendorf ,  Zurich"
9031,52cdef7e4bab8bd67529a62e,Gather,news,Leading demand driven media company ,,,2005.0,$27.5M,27450000.0,USD,234 Congress Street,02110,Boston
9055,52cdef7e4bab8bd67529a64a,AppLabs,software,Independent Software Testing Services,44.6672372,4.7694829,2001.0,$10M,10000000.0,USD,"Plot No. 83 & 84, Road # 2",500034,Hyderabad
9088,52cdef7e4bab8bd67529a66b,Sojern,travel,Travel Data & Media Company,41.238038,-96.183033,2007.0,$42.5M,42500000.0,USD,580 Howard Street,94105,San Francisco
9117,52cdef7e4bab8bd67529a68e,FeedHenry,enterprise,Mobile Application Platform,,,2010.0,$9M,9000000.0,USD,ArcLabs Research & Innovation Building,Waterford,Waterford
9118,52cdef7e4bab8bd67529a68e,FeedHenry,enterprise,Mobile Application Platform,42.4851017,-71.2089211,2010.0,$9M,9000000.0,USD,15 New England Executive Park,01803,Burlington
9120,52cdef7e4bab8bd67529a696,Ridemakerz,ecommerce,Online Toy Story,38.691084,-90.354532,2006.0,$23M,23000000.0,USD,1930 Innerbelt Business Center Drive,63114,Saint Louis
9140,52cdef7e4bab8bd67529a6a6,Tableau Software,software,,47.6504518,-122.3545086,2003.0,$15M,15000000.0,USD,837 North 34th Street,98103,Seattle
9144,52cdef7e4bab8bd67529a6a9,Apprenda,enterprise,The Leading Enterprise PaaS,42.856515,-73.782775,2007.0,$31M,31000000.0,USD,3 Corporate Drive,12065,Clifton Park
9145,52cdef7e4bab8bd67529a6ab,3X Systems,security,Business data backup appliances,39.997754,-83.041781,2007.0,$1.69M,1693925.0,USD,1275 Kinnear Rd,43212,Columbus
9149,52cdef7e4bab8bd67529a6b1,Vontu,software,data loss prevention software,,,2001.0,$20M,20000000.0,USD,475 Sansome Street,94111,San Francisco
9152,52cdef7e4bab8bd67529a6b6,cFares,search,Travel search engine,37.5383063,-122.2523918,2005.0,$13.6M,13600000.0,USD,"3000 Bridge Parkway, Suite 201",94065,Redwood City
9171,52cdef7e4bab8bd67529a6c9,StillSecure,security,,39.956329,-105.164002,2000.0,$5M,5000000.0,USD,100 Superior Plaza Way,80027,Superior
9172,52cdef7e4bab8bd67529a6ca,iPerceptions,web,,40.7619759,-73.9725773,2000.0,$3.65M,3650000.0,USD,575 Madison Avenue,10022-2511,New York
9173,52cdef7e4bab8bd67529a6ca,iPerceptions,web,,,,2000.0,$3.65M,3650000.0,USD,"3575 Boulevard St-Laurent, Suite 310",H2X 2T7,"Montreal, QC"
9176,52cdef7e4bab8bd67529a6ce,LucidMedia,advertising,demand-side platform DSP,38.9455881,-77.3430173,1999.0,$18.7M,18734312.0,USD,11490 Commerce Park Drive,20191,Reston
9177,52cdef7e4bab8bd67529a6ce,LucidMedia,advertising,demand-side platform DSP,40.751336,-73.980739,1999.0,$18.7M,18734312.0,USD,274 Madison Avenue,10016,New York
9181,52cdef7e4bab8bd67529a6d3,Rambus,semiconductor,,,,1990.0,$289M,288565568.0,USD,4440 El Camino Real,94022,Los Altos
9184,52cdef7e4bab8bd67529a6d5,OpSource,network_hosting,Enterprise cloud and managed hosting,37.406217,-121.976473,2002.0,$49M,49000000.0,USD,5201 Great America Parkway,95054,Santa Clara
9187,52cdef7e4bab8bd67529a6d7,Soma Networks,network_hosting,,37.7710402,-122.4026325,1999.0,$51M,51000000.0,USD,650 Townsend Street,94103,San Francisco
9191,52cdef7e4bab8bd67529a6e1,YieldBuild,advertising,,37.7877967,-122.3989376,,$6M,6000000.0,USD,95 Minna St,94105-3029,San Francisco
9226,52cdef7e4bab8bd67529a70f,PrestaShop,software,Open Source E-Commerce Software,48.8687217,2.3593849,2007.0,€3.9M,3900000.0,EUR,55 rue Raspail,92300,Levallois-Perret
9227,52cdef7e4bab8bd67529a70f,PrestaShop,software,Open Source E-Commerce Software,,,2007.0,€3.9M,3900000.0,EUR,80 SW 8th Street,33130,Miami
9234,52cdef7e4bab8bd67529a719,Ekahau,web,Real Time Location Solutions,37.2808523,-122.0031531,2000.0,$22M,22000000.0,USD,1851 Alexander Bell,20191,Reston
9235,52cdef7e4bab8bd67529a717,Viigo,mobile,Smartphone information application,43.6490004,-79.3723339,2004.0,C$7.9M,7900000.0,CAD,87 Front St. E.,M5E 1B8,Toronto
9240,52cdef7e4bab8bd67529a720,Quantivo,analytics,Big Data Analytics,37.5455355,-122.3208802,2005.0,$9.4M,9400000.0,USD,5900 Hollis St,94608,Emeryville
9241,52cdef7e4bab8bd67529a722,WowOwow,network_hosting,Women review site,,,2007.0,$3.4M,3400000.0,USD,405 Lexington Avenue,10174,New York
9242,52cdef7e4bab8bd67529a724,SheZoom,network_hosting,Video website for women,40.7538639,-73.9785086,,$2M,2000000.0,USD,335 Madison Avenue,10017,New York
9243,52cdef7e4bab8bd67529a723,Modelinia,web,supermodel hub,40.739867,-73.990024,2008.0,$5M,5000000.0,USD,"915 Broadway,",10010,New York
9244,52cdef7e4bab8bd67529a721,Silver Tail Systems,analytics,Business Logic Abuse Fraud Protection ,37.4280877,-122.143368,2008.0,$22.1M,22100000.0,USD,1010 El Camino Real #300,94025,Menlo Park
9248,52cdef7e4bab8bd67529a71c,Appcelerator,enterprise,Mobile Enterprise Platform,37.3909185,-122.0808426,2006.0,$68.9M,68881020.0,USD,440 N. Bernardo Avenue,94043,Mountain View
9249,52cdef7e4bab8bd67529a71c,Appcelerator,enterprise,Mobile Enterprise Platform,,,2006.0,$68.9M,68881020.0,USD,"1103, Building 14",,Beijing
9265,52cdef7e4bab8bd67529a73a,Jolicloud,enterprise,Cloud management platform,48.8566667,2.3509871,2009.0,$4.2M,4200000.0,USD,,,Paris
9269,52cdef7e4bab8bd67529a73f,Altierre,mobile,Pricing Software,37.3968262,-121.8957166,2003.0,$60M,60000000.0,USD,1980 Concourse Dr.,95131,San Jose
9273,52cdef7e4bab8bd67529a735,DataMarket,enterprise,Data Portal,,,2008.0,$1.2M,1200000.0,USD,Klapparstigur 16,IS101,Reykjavik
9274,52cdef7e4bab8bd67529a735,DataMarket,enterprise,Data Portal,,,2008.0,$1.2M,1200000.0,USD,245 First Street,02412,Cambridge
9277,52cdef7e4bab8bd67529a748,Aftercad Software,enterprise,,49.2540299,-123.1152075,2004.0,C$1.1M,1100000.0,CAD,310 - 3495 Cambie Street,V5Z4R3,Vancouver
9302,52cdef7e4bab8bd67529a769,op5,software,Develop network monitoring software,59.4064174,17.9348818,2003.0,kr21M,21000000.0,SEK,Norgegatan 2,164 32,Kista
9304,52cdef7e4bab8bd67529a768,Rhythm NewMedia,advertising,Premium Mobile Video Advertising,,,2005.0,$28.9M,28932322.0,USD,"800 West El Camino Real, Suite 100",94040-2573,Mountain View
9305,52cdef7e4bab8bd67529a768,Rhythm NewMedia,advertising,Premium Mobile Video Advertising,,,2005.0,$28.9M,28932322.0,USD,37 West 28th Street,10012-4203,New York
9306,52cdef7e4bab8bd67529a766,Drync,mobile,Personal Product Ratings Organizer,42.376862,-71.14462,2008.0,$1.77M,1770000.0,USD,376 Boylston St.,02115,Boston
9308,52cdef7e4bab8bd67529a771,Agilence,enterprise,Retail Loss Prevention Software,39.9443552,-75.1257381,2006.0,$12.7M,12727468.0,USD,200 Federal St.,08103,Camden
9313,52cdef7e4bab8bd67529a77c,Fonality,enterprise,,33.9874429,-118.3846632,2003.0,$26.8M,26800000.0,USD,200 Corporate Pointe,90230,Los Angeles
9336,52cdef7e4bab8bd67529a777,Quantance,semiconductor,semiconductors for mobile phones,37.536402,-122.325129,2006.0,$44.8M,44750000.0,USD,"2755 Campus Drive, Suite 125",94403,San Mateo
9337,52cdef7e4bab8bd67529a777,Quantance,semiconductor,semiconductors for mobile phones,45.530364,-122.841627,2006.0,$44.8M,44750000.0,USD,"1500 NW Bethany Boulevard, Suite 140",97006,Beaverton
9343,52cdef7e4bab8bd67529a78d,ScienceLogic,software,IT Management Solutions,,,2003.0,$30M,30000000.0,USD,10700 Parkridge Blvd.,20191,Reston
9344,52cdef7e4bab8bd67529a78d,ScienceLogic,software,IT Management Solutions,,,2003.0,$30M,30000000.0,USD,80-83 Long Lane,EC1A 9ET,London
9347,52cdef7e4bab8bd67529a78c,Allegiance,software,The Power to Engage,40.554923,-111.9032625,2005.0,$38.3M,38345657.0,USD,10713 South Jordan Gateway,84095,South Jordan
9351,52cdef7e4bab8bd67529a797,Coveroo,hardware,,37.770067,-122.407603,2008.0,$3.8M,3800000.0,USD,1000 Brannan Street,94103,San Francisco
9372,52cdef7e4bab8bd67529a7a4,Clikthrough,software,Interactive Videos,37.7965781,-122.4022856,2007.0,$2M,2000000.0,USD,414 Jackson St.,94111,San Francisco
9383,52cdef7e4bab8bd67529a7b0,amee,cleantech,Environmental Intelligence - Everywhere,,,2007.0,$8.5M,8500000.0,USD,4th Floor,EC1Y 2BP,London
9403,52cdef7e4bab8bd67529a7cf,SecondMarket,finance,Online Marketplace,40.705439,-74.012822,2004.0,$34.2M,34150000.0,USD,636 Avenue of the americas,10011,New York
9404,52cdef7e4bab8bd67529a7cf,SecondMarket,finance,Online Marketplace,,,2004.0,$34.2M,34150000.0,USD,343 Sansome Street,94104,San Francsico
9409,52cdef7e4bab8bd67529a7d7,SenSage,security,Data Warehousing Solutions,37.785655,-122.398393,2004.0,$37.1M,37079000.0,USD,"55 Hawthorne Street,",CA 94105,San Francisco
9410,52cdef7e4bab8bd67529a7d7,SenSage,security,Data Warehousing Solutions,,,2004.0,$37.1M,37079000.0,USD,"Arlington Square,",RG12 1WA,Bracknell
9414,52cdef7e4bab8bd67529a7db,SolarWinds,software,Network Management Software,30.245535,-97.805621,1999.0,$218M,217500000.0,USD,3711 South MoPac Expressway,78746,Austin
9427,52cdef7e4bab8bd67529a7ec,Ubuntu,software,,,,2004.0,$12.8M,12800000.0,USD,"27th Floor, Millbank Tower",SW1P 4QP,London
9437,52cdef7e4bab8bd67529a7f8,ReachForce,enterprise,,30.389042,-97.756264,2005.0,$14.5M,14499990.0,USD,9020-I Capital of TX Hwy N,78759,Austin
9452,52cdef7e4bab8bd67529a810,Avenir Medical,biotech,,,,2010.0,$4.03M,4025000.0,USD,295 Hagey Blvd,N2L 6R5,"Waterloo, ON"
9458,52cdef7e4bab8bd67529a818,Wealthfront,finance,Online Financial Advisor,37.4459832,-122.1490582,2008.0,$30.5M,30500000.0,USD,203 Forest Ave,94301,Palo Alto
9459,52cdef7e4bab8bd67529a81a,BlueKai,advertising,Data Activation System,,,2007.0,$41.9M,41893011.0,USD,20883 Stevens Creek Blvd,95014,Cupertino
9460,52cdef7e4bab8bd67529a81a,BlueKai,advertising,Data Activation System,40.760955,-73.968441,2007.0,$41.9M,41893011.0,USD,145 E 57th Street Floor 6,10022,New York
9461,52cdef7e4bab8bd67529a81a,BlueKai,advertising,Data Activation System,,,2007.0,$41.9M,41893011.0,USD,720 Third Avenue Ste 2300,98104,Seattle
9462,52cdef7e4bab8bd67529a81a,BlueKai,advertising,Data Activation System,,,2007.0,$41.9M,41893011.0,USD,250 Sutter Street #400,94108,San Francisco
9464,52cdef7e4bab8bd67529a821,Manthan Systems,analytics,Global Retail Solution,12.9708947,77.5976747,2003.0,$47M,47000000.0,USD,"40/4 Lavelle Road,",560001,Bangalore
9465,52cdef7e4bab8bd67529a821,Manthan Systems,analytics,Global Retail Solution,,,2003.0,$47M,47000000.0,USD,"2nd Floor, 145-157 St. John Street",EC1V 4PY,London
9466,52cdef7e4bab8bd67529a821,Manthan Systems,analytics,Global Retail Solution,42.062816,-88.034017,2003.0,$47M,47000000.0,USD,"1821 Walden Office Square, Suite 400",60173,Schaumburg
9467,52cdef7e4bab8bd67529a820,Triond,web,,,,,$1.5M,1500000.0,USD,14747 N Northsight Blvd,85260-2633,Scottsdale
9472,52cdef7e4bab8bd67529a82b,EcoVadis,cleantech,Sustainable Supply Management,48.8545738,2.3216223,2007.0,$1.4M,1400000.0,USD,4 rue du Faubourg Montmartre,75009,PARIS
9473,52cdef7e4bab8bd67529a81f,Clear2Pay,finance,Payments Technology,51.0551923,4.4609658,2001.0,€121M,121310000.0,EUR,SchaliÃ«nhoevedreef 20A,2800,Mechelen
9474,52cdef7e4bab8bd67529a81f,Clear2Pay,finance,Payments Technology,,,2001.0,€121M,121310000.0,EUR,Pitreavie Business Park,KY11 8UU,Dunfermline
9475,52cdef7e4bab8bd67529a81f,Clear2Pay,finance,Payments Technology,,,2001.0,€121M,121310000.0,EUR,Ul. Dzielna 60,01-029,Warsaw
9476,52cdef7e4bab8bd67529a81f,Clear2Pay,finance,Payments Technology,,,2001.0,€121M,121310000.0,EUR,"Level 9, 132 Arthur Street",2060,New South Wales
9477,52cdef7e4bab8bd67529a81f,Clear2Pay,finance,Payments Technology,,,2001.0,€121M,121310000.0,EUR,"80 Raffles Place,  Level 35",048624,Singapore
9478,52cdef7e4bab8bd67529a81f,Clear2Pay,finance,Payments Technology,,,2001.0,€121M,121310000.0,EUR,25 Braintree Hill Office Park,02184,Boston
9479,52cdef7e4bab8bd67529a81f,Clear2Pay,finance,Payments Technology,,,2001.0,€121M,121310000.0,EUR,39300 Civic Center Dr,94538,Fremont
9481,52cdef7e4bab8bd67529a82e,Sell My Timeshare NOW,travel,Marketplace for vacation homes,,,2008.0,$10.1M,10100000.0,USD,383 Central Ave,03820,Dover
9483,52cdef7e4bab8bd67529a82a,Jaspersoft,software,open source business software,37.765388,-122.403111,2001.0,$43.5M,43500000.0,USD,350 Rhode Island Street,94103,San Francisco
9488,52cdef7e4bab8bd67529a83b,Trilibis,mobile,,,,2002.0,$7.7M,7700000.0,USD,155 BOVET RD STE 500,94402,San Mateo
9489,52cdef7e4bab8bd67529a835,RideCharge,mobile,Mobile transportation solutions,38.814329,-77.038605,2007.0,$8.6M,8600000.0,USD,5904 Richmond Hwy,22303,Alexandria
9490,52cdef7e4bab8bd67529a840,e-Rewards,ecommerce,,,,1999.0,$60M,60000000.0,USD,5800 Tennyson Parkway,Texas 75024,
9491,52cdef7e4bab8bd67529a83a,JiWire,advertising,Location-powered mobile audience trgting,,,2003.0,$44.9M,44865053.0,USD,"150 Post St, 5th Floor",94108,San Francisco
9493,52cdef7e4bab8bd67529a842,Asetek,hardware,,37.320796,-121.828041,2000.0,$34.9M,34860000.0,USD,5285 Hellyer Ave Suite 110,95138,San Jose
